image_path,gender,articleType,baseColour
./images\4865.jpg,Men,Tshirts,White
./images\2183.jpg,Men,Tshirts,Grey
./images\4902.jpg,Women,Tops,Pink
./images\41734.jpg,Women,Heels,Silver
./images\49958.jpg,Men,Shorts,Black
./images\52888.jpg,Women,Sarees,Yellow
./images\18920.jpg,Men,Shirts,Purple
./images\43103.jpg,Men,Deodorant,Green
./images\24220.jpg,Unisex,Caps,Blue
./images\12523.jpg,Girls,Sandals,Blue
./images\39773.jpg,Men,Shirts,Navy Blue
./images\11840.jpg,Men,Casual Shoes,Beige
./images\5421.jpg,Boys,Tshirts,White
./images\8949.jpg,Men,Trousers,Grey
./images\5383.jpg,Men,Sports Shoes,Black
./images\37584.jpg,Girls,Rompers,Green
./images\57871.jpg,Women,Face Moisturisers,Green
./images\4554.jpg,Men,Sports Shoes,White
./images\30461.jpg,Men,Shirts,White
./images\14538.jpg,Women,Kurtis,Black
./images\26596.jpg,Men,Sports Shoes,Black
./images\42841.jpg,Women,Handbags,Beige
./images\31221.jpg,Women,Capris,Black
./images\30206.jpg,Men,Socks,Black
./images\46770.jpg,Men,Perfume and Body Mist,White
./images\53935.jpg,Women,Handbags,Brown
./images\30085.jpg,Women,Watches,Green
./images\26896.jpg,Women,Tshirts,White
./images\38462.jpg,Women,Handbags,Blue
./images\9482.jpg,Men,Shirts,Black
./images\50983.jpg,Women,Nightdress,Pink
./images\5719.jpg,Men,Tshirts,Green
./images\2142.jpg,Men,Tshirts,Grey
./images\44181.jpg,Women,Perfume and Body Mist,White
./images\18976.jpg,Men,Track Pants,Red
./images\17077.jpg,Women,Wallets,Pink
./images\4270.jpg,Men,Casual Shoes,Brown
./images\32307.jpg,Women,Watches,Black
./images\17674.jpg,Women,Flats,Red
./images\27815.jpg,Men,Belts,Brown
./images\28498.jpg,Men,Shorts,Black
./images\59757.jpg,Women,Heels,Black
./images\20354.jpg,Men,Shirts,White
./images\13999.jpg,Men,Sweatshirts,Black
./images\3830.jpg,Unisex,Flip Flops,Black
./images\50481.jpg,Men,Briefs,Navy Blue
./images\42110.jpg,Men,Tshirts,Black
./images\3835.jpg,Men,Sandals,Black
./images\57000.jpg,Women,Flats,White
./images\47091.jpg,Boys,Flip Flops,Yellow
./images\57631.jpg,Women,Nail Polish,Maroon
./images\27763.jpg,Men,Wallets,Brown
./images\30112.jpg,Men,Shirts,Blue
./images\49780.jpg,Women,Night suits,Yellow
./images\2024.jpg,Men,Tshirts,Red
./images\58576.jpg,Women,Tshirts,Yellow
./images\44041.jpg,Women,Deodorant,Gold
./images\46534.jpg,Men,Watches,Black
./images\9580.jpg,Unisex,Backpacks,Black
./images\18003.jpg,Men,Tshirts,Blue
./images\7618.jpg,Men,Wallets,Black
./images\48516.jpg,Women,Tops,Pink
./images\11813.jpg,Women,Kurtas,Pink
./images\45965.jpg,Women,Tops,Grey Melange
./images\51395.jpg,Men,Shorts,Yellow
./images\31308.jpg,Women,Kurtas,Black
./images\40589.jpg,Women,Kurtas,White
./images\56912.jpg,Women,Heels,Red
./images\5267.jpg,Unisex,Backpacks,Black
./images\27485.jpg,Women,Briefs,Pink
./images\20351.jpg,Men,Jeans,Blue
./images\6773.jpg,Men,Tshirts,White
./images\28678.jpg,Men,Track Pants,Black
./images\49492.jpg,Men,Casual Shoes,Maroon
./images\58965.jpg,Women,Perfume and Body Mist,Blue
./images\59373.jpg,Women,Kurtas,Beige
./images\6802.jpg,Men,Casual Shoes,Grey
./images\46973.jpg,Women,Handbags,Black
./images\18408.jpg,Women,Flip Flops,Black
./images\25094.jpg,Men,Wallets,Black
./images\37849.jpg,Men,Wallets,Black
./images\42636.jpg,Women,Bracelet,Gold
./images\12284.jpg,Men,Shirts,Maroon
./images\29421.jpg,Men,Watches,Black
./images\15235.jpg,Men,Casual Shoes,Black
./images\45351.jpg,Women,Heels,Brown
./images\55506.jpg,Women,Lip Gloss,Purple
./images\27999.jpg,Men,Briefs,Grey
./images\45959.jpg,Women,Tops,Black
./images\33538.jpg,Women,Jeans,Black
./images\6603.jpg,Men,Tshirts,White
./images\9091.jpg,Men,Casual Shoes,Maroon
./images\40772.jpg,Men,Caps,Red
./images\31115.jpg,Boys,Capris,Blue
./images\22884.jpg,Men,Sandals,Brown
./images\34300.jpg,Women,Dupatta,Green
./images\50003.jpg,Women,Bra,Black
./images\32541.jpg,Men,Perfume and Body Mist,Black
./images\8450.jpg,Women,Tops,Peach
./images\3127.jpg,Men,Tshirts,Green
./images\13107.jpg,Men,Tshirts,Black
./images\27566.jpg,Men,Shirts,Blue
./images\49749.jpg,Men,Ties,Brown
./images\2029.jpg,Men,Tshirts,Blue
./images\23836.jpg,Men,Sports Shoes,Khaki
./images\27687.jpg,Women,Handbags,Brown
./images\15254.jpg,Women,Casual Shoes,Red
./images\53819.jpg,Women,Kurtis,Green
./images\47014.jpg,Women,Kurtas,Black
./images\20853.jpg,Women,Handbags,Brown
./images\36164.jpg,Men,Tshirts,Grey
./images\46749.jpg,Men,Track Pants,Blue
./images\48190.jpg,Women,Handbags,Multi
./images\13125.jpg,Men,Formal Shoes,Brown
./images\33028.jpg,Women,Kurtas,Blue
./images\42628.jpg,Women,Earrings,Gold
./images\6191.jpg,Women,Tops,Pink
./images\21331.jpg,Men,Sunglasses,Black
./images\35720.jpg,Men,Sandals,Black
./images\8987.jpg,Men,Casual Shoes,Black
./images\33088.jpg,Women,Heels,Gold
./images\52955.jpg,Women,Sarees,Mustard
./images\55399.jpg,Women,Kajal and Eyeliner,Green
./images\30228.jpg,Men,Shirts,Black
./images\51409.jpg,Men,Shirts,Turquoise Blue
./images\38172.jpg,Women,Sunglasses,Purple
./images\27109.jpg,Women,Kurtas,Orange
./images\10068.jpg,Men,Tshirts,White
./images\48614.jpg,Women,Earrings,Silver
./images\31559.jpg,Men,Trousers,Black
./images\1558.jpg,Unisex,Water Bottle,Blue
./images\50286.jpg,Men,Ties,Black
./images\39371.jpg,Women,Watches,Silver
./images\14661.jpg,Men,Shirts,Navy Blue
./images\41977.jpg,Boys,Shorts,White
./images\27326.jpg,Men,Deodorant,Orange
./images\17059.jpg,Women,Belts,White
./images\18260.jpg,Women,Kurtas,Brown
./images\31586.jpg,Men,Tshirts,Yellow
./images\8523.jpg,Unisex,Backpacks,Black
./images\10748.jpg,Unisex,Flip Flops,Navy Blue
./images\45715.jpg,Men,Deodorant,Black
./images\10768.jpg,Unisex,Flip Flops,Pink
./images\19385.jpg,Men,Innerwear Vests,Grey
./images\33447.jpg,Women,Wallets,Brown
./images\4423.jpg,Men,Tshirts,Navy Blue
./images\24510.jpg,Women,Kurtas,Green
./images\6794.jpg,Men,Tshirts,Pink
./images\52313.jpg,Women,Bangle,Multi
./images\19269.jpg,Women,Watches,Steel
./images\22861.jpg,Men,Casual Shoes,Brown
./images\14297.jpg,Men,Tshirts,Brown
./images\25495.jpg,Men,Flip Flops,Green
./images\29218.jpg,Women,Socks,Red
./images\35658.jpg,Men,Casual Shoes,Black
./images\3481.jpg,Men,Track Pants,Black
./images\11627.jpg,Women,Kurtas,Pink
./images\40514.jpg,Men,Watches,White
./images\54054.jpg,Women,Leggings,Green
./images\56551.jpg,Women,Lip Gloss,Brown
./images\7629.jpg,Men,Tshirts,White
./images\42070.jpg,Men,Wallets,Black
./images\4049.jpg,Men,Sports Shoes,White
./images\48783.jpg,Women,Pendant,Silver
./images\50762.jpg,Men,Sandals,Khaki
./images\15227.jpg,Men,Casual Shoes,White
./images\55923.jpg,Women,Nail Polish,Magenta
./images\26853.jpg,Men,Perfume and Body Mist,Grey
./images\43321.jpg,Women,Tshirts,Pink
./images\34301.jpg,Women,Dupatta,Orange
./images\4096.jpg,Men,Tshirts,Black
./images\17550.jpg,Men,Shirts,Red
./images\12086.jpg,Women,Kurtas,Green
./images\28675.jpg,Men,Tshirts,Blue
./images\58190.jpg,Women,Handbags,Red
./images\45347.jpg,Women,Heels,Beige
./images\24721.jpg,Men,Sports Shoes,Silver
./images\42967.jpg,Men,Wallets,Black
./images\7031.jpg,Men,Tshirts,White
./images\16282.jpg,Men,Sweatshirts,White
./images\3903.jpg,Girls,Tshirts,Yellow
./images\7078.jpg,Unisex,Backpacks,Grey
./images\45396.jpg,Women,Flats,Black
./images\49559.jpg,Women,Handbags,Purple
./images\40405.jpg,Women,Dresses,Black
./images\15973.jpg,Men,Shirts,Green
./images\12882.jpg,Men,Sports Shoes,White
./images\50962.jpg,Women,Jeans,Blue
./images\49091.jpg,Women,Lip Liner,Brown
./images\22054.jpg,Women,Kurtas,Grey
./images\17182.jpg,Men,Shirts,Purple
./images\6684.jpg,Women,Tshirts,Yellow
./images\2279.jpg,Men,Tshirts,Red
./images\17785.jpg,Men,Socks,Brown
./images\50160.jpg,Women,Heels,Black
./images\5823.jpg,Men,Tshirts,Red
./images\12198.jpg,Men,Tshirts,Purple
./images\25185.jpg,Women,Handbags,Brown
./images\5625.jpg,Men,Flip Flops,Grey
./images\58298.jpg,Men,Socks,Black
./images\19055.jpg,Women,Kurtas,Black
./images\28653.jpg,Men,Sports Shoes,Black
./images\39194.jpg,Women,Heels,Silver
./images\45969.jpg,Women,Tops,Grey Melange
./images\3528.jpg,Women,Tshirts,Black
./images\59590.jpg,Women,Sarees,Red
./images\24133.jpg,Men,Tshirts,Navy Blue
./images\40150.jpg,Boys,Tshirts,Grey
./images\29758.jpg,Women,Watches,White
./images\53867.jpg,Women,Heels,Brown
./images\10723.jpg,Men,Tshirts,White
./images\24788.jpg,Women,Belts,Black
./images\17806.jpg,Women,Tshirts,White
./images\43132.jpg,Men,Perfume and Body Mist,Black
./images\25168.jpg,Women,Handbags,Black
./images\54742.jpg,Men,Casual Shoes,Brown
./images\3081.jpg,Men,Tshirts,Grey
./images\13644.jpg,Women,Heels,Silver
./images\6504.jpg,Men,Jackets,Blue
./images\27300.jpg,Women,Kurtas,Purple
./images\42241.jpg,Women,Tops,Purple
./images\7037.jpg,Men,Casual Shoes,Black
./images\28944.jpg,Women,Leggings,Pink
./images\21140.jpg,Women,Tops,Blue
./images\30305.jpg,Men,Tshirts,Off White
./images\6143.jpg,Women,Sports Sandals,Grey
./images\27370.jpg,Men,Tshirts,Blue
./images\27784.jpg,Men,Wallets,Maroon
./images\9085.jpg,Men,Casual Shoes,Grey
./images\57811.jpg,Women,Jumpsuit,Purple
./images\44921.jpg,Men,Shorts,Blue
./images\31918.jpg,Women,Clutches,Blue
./images\36561.jpg,Men,Tshirts,Grey
./images\16532.jpg,Men,Shirts,Blue
./images\57853.jpg,Women,Heels,Green
./images\14681.jpg,Men,Tshirts,Green
./images\30742.jpg,Men,Nehru Jackets,Blue
./images\38304.jpg,Men,Wallets,Black
./images\5993.jpg,Men,Shirts,Green
./images\11914.jpg,Men,Sandals,Black
./images\3580.jpg,Men,Casual Shoes,Brown
./images\32271.jpg,Women,Kurtas,Green
./images\51558.jpg,Men,Watches,Silver
./images\34013.jpg,Girls,Tops,White
./images\3297.jpg,Men,Sports Shoes,Silver
./images\49679.jpg,Men,Sunglasses,Bronze
./images\15625.jpg,Men,Sweatshirts,Grey
./images\56974.jpg,Women,Flats,Beige
./images\29524.jpg,Women,Watches,White
./images\10866.jpg,Men,Tshirts,Red
./images\41406.jpg,Women,Tshirts,Pink
./images\19607.jpg,Women,Tops,Red
./images\41958.jpg,Boys,Tshirts,Grey
./images\55895.jpg,Women,Nail Polish,Pink
./images\33137.jpg,Women,Heels,Black
./images\23104.jpg,Men,Accessory Gift Set,Red
./images\33316.jpg,Men,Shirts,Grey
./images\38842.jpg,Women,Dresses,Purple
./images\25704.jpg,Women,Tops,Green
./images\30672.jpg,Men,Sunglasses,Gold
./images\13741.jpg,Men,Shirts,Green
./images\54400.jpg,Women,Wallets,Teal
./images\45167.jpg,Women,Watches,Silver
./images\9529.jpg,Men,Shorts,Grey
./images\33104.jpg,Women,Heels,Brown
./images\56318.jpg,Women,Watches,White
./images\51526.jpg,Men,Watches,Black
./images\36861.jpg,Men,Shirts,Navy Blue
./images\19318.jpg,Unisex,Backpacks,Blue
./images\59603.jpg,Women,Sarees,Brown
./images\23647.jpg,Men,Tshirts,Green
./images\22406.jpg,Men,Shirts,Purple
./images\5703.jpg,Men,Casual Shoes,Brown
./images\41468.jpg,Women,Casual Shoes,Olive
./images\56274.jpg,Women,Bra,Pink
./images\14452.jpg,Women,Heels,Black
./images\55336.jpg,Women,Hair Colour,Black
./images\11255.jpg,Men,Tshirts,Black
./images\16216.jpg,Men,Track Pants,Grey
./images\18828.jpg,Men,Wallets,Brown
./images\36461.jpg,Men,Sports Shoes,Black
./images\4960.jpg,Men,Tshirts,Green
./images\5958.jpg,Men,Shirts,Brown
./images\48590.jpg,Women,Earrings,Silver
./images\23472.jpg,Men,Scarves,Purple
./images\35149.jpg,Women,Handbags,Black
./images\15548.jpg,Men,Socks,White
./images\2506.jpg,Men,Casual Shoes,Brown
./images\49978.jpg,Men,Innerwear Vests,Navy Blue
./images\39064.jpg,Men,Tshirts,Navy Blue
./images\36366.jpg,Men,Ties,Navy Blue
./images\9543.jpg,Men,Tshirts,Red
./images\4562.jpg,Women,Sports Shoes,White
./images\3510.jpg,Women,Capris,Black
./images\46380.jpg,Men,Shirts,Blue
./images\12614.jpg,Men,Tshirts,White
./images\27552.jpg,Men,Shirts,Black
./images\12451.jpg,Unisex,Shoe Accessories,White
./images\11809.jpg,Women,Kurtas,Blue
./images\52425.jpg,Women,Nightdress,Purple
./images\56905.jpg,Women,Heels,Black
./images\26360.jpg,Women,Tshirts,Grey
./images\45780.jpg,Women,Tunics,Black
./images\55509.jpg,Women,Lip Gloss,Brown
./images\7679.jpg,Men,Tshirts,Black
./images\13307.jpg,Men,Trousers,Black
./images\7286.jpg,Men,Tshirts,White
./images\13101.jpg,Men,Tshirts,Black
./images\18525.jpg,Boys,Watches,Blue
./images\45301.jpg,Men,Free Gifts,Black
./images\3043.jpg,Women,Heels,Blue
./images\30328.jpg,Men,Tshirts,Black
./images\52176.jpg,Women,Ring,Black
./images\11891.jpg,Men,Formal Shoes,Tan
./images\51124.jpg,Women,Free Gifts,Charcoal
./images\8919.jpg,Men,Belts,Black
./images\53030.jpg,Women,Sarees,Multi
./images\54170.jpg,Women,Necklace and Chains,Magenta
./images\48119.jpg,Women,Belts,Multi
./images\38761.jpg,Women,Sports Shoes,Grey
./images\13535.jpg,Men,Sports Shoes,White
./images\19489.jpg,Men,Briefs,Grey
./images\6915.jpg,Women,Tshirts,White
./images\12429.jpg,Men,Casual Shoes,Brown
./images\7727.jpg,Men,Sports Shoes,White
./images\43705.jpg,Women,Jewellery Set,White
./images\3199.jpg,Men,Tshirts,Grey
./images\19596.jpg,Women,Tshirts,White
./images\57934.jpg,Men,Sandals,Brown
./images\57632.jpg,Women,Nail Polish,Pink
./images\11084.jpg,Men,Shirts,Blue
./images\8486.jpg,Women,Dresses,Blue
./images\43841.jpg,Women,Earrings,Gold
./images\42247.jpg,Women,Tops,Green
./images\44208.jpg,Women,Flip Flops,Blue
./images\43388.jpg,Men,Wallets,Black
./images\3559.jpg,Men,Casual Shoes,Brown
./images\52871.jpg,Women,Deodorant,Blue
./images\12183.jpg,Men,Shirts,White
./images\56713.jpg,Women,Kurtas,Red
./images\3597.jpg,Unisex,Casual Shoes,Green
./images\48254.jpg,Boys,Tshirts,Orange
./images\47537.jpg,Women,Flats,Brown
./images\17274.jpg,Men,Tshirts,Green
./images\44342.jpg,Men,Tshirts,Maroon
./images\4040.jpg,Men,Tshirts,Blue
./images\34025.jpg,Boys,Tshirts,White
./images\35229.jpg,Men,Formal Shoes,Black
./images\12220.jpg,Men,Trousers,Black
./images\5609.jpg,Men,Sports Sandals,Navy Blue
./images\33470.jpg,Women,Belts,Silver
./images\14132.jpg,Men,Tshirts,Black
./images\13494.jpg,Men,Tshirts,White
./images\53784.jpg,Men,Shirts,Red
./images\33307.jpg,Boys,Jeans,Grey
./images\29142.jpg,Women,Sunglasses,Brown
./images\56506.jpg,Women,Lip Gloss,Skin
./images\35878.jpg,Boys,Tshirts,Purple
./images\16021.jpg,Men,Trousers,Black
./images\19941.jpg,Men,Sports Shoes,Black
./images\47049.jpg,Women,Salwar,Purple
./images\4148.jpg,Women,Sports Shoes,White
./images\23297.jpg,Men,Sandals,Red
./images\14300.jpg,Men,Tshirts,Blue
./images\48423.jpg,Men,Tshirts,White
./images\39573.jpg,Women,Heels,Beige
./images\3560.jpg,Men,Casual Shoes,White
./images\25720.jpg,Women,Handbags,Black
./images\48943.jpg,Men,Pendant,Steel
./images\28408.jpg,Men,Sunglasses,Metallic
./images\39956.jpg,Men,Flip Flops,Yellow
./images\53817.jpg,Women,Kurta Sets,White
./images\7689.jpg,Men,Tshirts,Black
./images\57351.jpg,Women,Bra,Black
./images\4932.jpg,Women,Dresses,Blue
./images\13393.jpg,Men,Shirts,Green
./images\15085.jpg,Men,Kurtas,Black
./images\23619.jpg,Unisex,Casual Shoes,Green
./images\27209.jpg,Men,Shirts,Red
./images\41317.jpg,Women,Leggings,Red
./images\49009.jpg,Women,Ring,Silver
./images\22327.jpg,Men,Tshirts,Orange
./images\10000.jpg,Women,Skirts,White
./images\40184.jpg,Women,Kurtis,Pink
./images\8188.jpg,Men,Shirts,Purple
./images\38691.jpg,Women,Handbags,Purple
./images\6911.jpg,Women,Tshirts,Maroon
./images\43394.jpg,Men,Wallets,Brown
./images\51827.jpg,Women,Bra,Grey
./images\17700.jpg,Men,Casual Shoes,Blue
./images\6568.jpg,Men,Tshirts,Black
./images\7046.jpg,Men,Casual Shoes,Beige
./images\55370.jpg,Women,Nail Polish,Pink
./images\8912.jpg,Men,Sports Shoes,White
./images\47881.jpg,Women,Handbags,Black
./images\12601.jpg,Unisex,Tshirts,Red
./images\5541.jpg,Men,Sports Shoes,Grey
./images\47018.jpg,Women,Kurtas,Mustard
./images\19944.jpg,Unisex,Backpacks,Blue
./images\5314.jpg,Unisex,Backpacks,Black
./images\10738.jpg,Women,Watches,Pink
./images\6097.jpg,Men,Tshirts,Green
./images\15705.jpg,Men,Track Pants,Black
./images\39859.jpg,Boys,Tshirts,Yellow
./images\36793.jpg,Men,Watches,Off White
./images\15607.jpg,Men,Tshirts,Grey
./images\58946.jpg,Women,Perfume and Body Mist,Grey
./images\53889.jpg,Women,Handbags,White
./images\19313.jpg,Unisex,Backpacks,Black
./images\13229.jpg,Men,Trousers,Navy Blue
./images\7058.jpg,Unisex,Backpacks,Black
./images\59146.jpg,Women,Heels,Black
./images\50528.jpg,Men,Briefs,White
./images\26090.jpg,Men,Shirts,Blue
./images\44624.jpg,Unisex,Caps,Orange
./images\56555.jpg,Women,Lip Gloss,Pink
./images\42131.jpg,Men,Sports Shoes,Black
./images\24618.jpg,Men,Wallets,Brown
./images\24819.jpg,Women,Casual Shoes,Peach
./images\49779.jpg,Women,Night suits,White
./images\14062.jpg,Men,Tshirts,Grey
./images\17258.jpg,Men,Tshirts,Blue
./images\49562.jpg,Women,Handbags,Grey
./images\29531.jpg,Women,Watches,Black
./images\29003.jpg,Men,Backpacks,Black
./images\17893.jpg,Men,Innerwear Vests,Black
./images\31574.jpg,Men,Tshirts,Beige
./images\46111.jpg,Men,Flip Flops,Purple
./images\31836.jpg,Men,Watches,Black
./images\13615.jpg,Men,Innerwear Vests,Grey
./images\24237.jpg,Women,Kurtas,Green
./images\18724.jpg,Women,Sweaters,Black
./images\46796.jpg,Men,Formal Shoes,Black
./images\39364.jpg,Women,Watches,White
./images\58188.jpg,Women,Handbags,Blue
./images\4612.jpg,Unisex,Waist Pouch,Red
./images\30801.jpg,Men,Shirts,Beige
./images\51634.jpg,Women,Watches,White
./images\45656.jpg,Men,Trunk,Black
./images\2217.jpg,Women,Socks,Pink
./images\5142.jpg,Women,Tshirts,Blue
./images\12217.jpg,Men,Trousers,Beige
./images\15729.jpg,Men,Sports Shoes,Black
./images\50510.jpg,Men,Briefs,Red
./images\55927.jpg,Women,Nail Polish,Maroon
./images\38526.jpg,Men,Casual Shoes,White
./images\38374.jpg,Men,Belts,Black
./images\53804.jpg,Men,Tshirts,Black
./images\31639.jpg,Men,Shirts,Maroon
./images\31447.jpg,Men,Shorts,Navy Blue
./images\24500.jpg,Women,Kurtas,Beige
./images\21008.jpg,Women,Belts,Brown
./images\15310.jpg,Men,Sports Shoes,Black
./images\22341.jpg,Men,Tshirts,Green
./images\57832.jpg,Women,Tops,Pink
./images\29422.jpg,Men,Watches,Gold
./images\22864.jpg,Men,Casual Shoes,Brown
./images\58496.jpg,Women,Tops,Lavender
./images\1852.jpg,Men,Tshirts,Blue
./images\23524.jpg,Women,Perfume and Body Mist,Gold
./images\42952.jpg,Men,Belts,Brown
./images\35382.jpg,Boys,Casual Shoes,Grey
./images\11479.jpg,Women,Tops,Purple
./images\12464.jpg,Men,Stoles,Cream
./images\18817.jpg,Men,Wallets,Black
./images\51601.jpg,Women,Jeans,Black
./images\36020.jpg,Men,Belts,Brown
./images\34991.jpg,Women,Sarees,Blue
./images\18671.jpg,Men,Sandals,Grey
./images\48191.jpg,Women,Handbags,Green
./images\56884.jpg,Women,Heels,Black
./images\46301.jpg,Women,Perfume and Body Mist,White
./images\13472.jpg,Women,Dresses,White
./images\43971.jpg,Men,Perfume and Body Mist,Silver
./images\44381.jpg,Men,Perfume and Body Mist,Black
./images\32524.jpg,Men,Perfume and Body Mist,Blue
./images\58239.jpg,Women,Wallets,Olive
./images\28176.jpg,Men,Sunglasses,Gold
./images\40941.jpg,Girls,Tops,Pink
./images\52529.jpg,Men,Shorts,Grey
./images\34281.jpg,Women,Dupatta,Blue
./images\5162.jpg,Men,Tshirts,White
./images\56923.jpg,Women,Heels,Orange
./images\10602.jpg,Men,Tshirts,Red
./images\32611.jpg,Men,Belts,Brown
./images\26433.jpg,Women,Handbags,Black
./images\19716.jpg,Men,Shirts,Blue
./images\18890.jpg,Women,Shirts,Purple
./images\1998.jpg,Men,Tshirts,Black
./images\52078.jpg,Men,Tshirts,White
./images\22931.jpg,Women,Watches,Grey
./images\37076.jpg,Women,Handbags,Brown
./images\36399.jpg,Men,Socks,Black
./images\8683.jpg,Men,Sunglasses,Green
./images\22052.jpg,Women,Kurtas,Maroon
./images\51981.jpg,Women,Lounge Tshirts,Black
./images\25181.jpg,Women,Handbags,Brown
./images\23800.jpg,Men,Casual Shoes,Black
./images\26454.jpg,Women,Casual Shoes,White
./images\20057.jpg,Women,Caps,Purple
./images\5701.jpg,Men,Casual Shoes,Black
./images\22377.jpg,Men,Shirts,Grey
./images\39149.jpg,Women,Kurtas,Red
./images\16067.jpg,Men,Trousers,Black
./images\38381.jpg,Men,Belts,Brown
./images\14893.jpg,Women,Travel Accessory,Blue
./images\3591.jpg,Unisex,Casual Shoes,Yellow
./images\43780.jpg,Women,Earrings,Green
./images\54875.jpg,Women,Necklace and Chains,Brown
./images\51802.jpg,Women,Nightdress,Navy Blue
./images\31706.jpg,Women,Earrings,Gold
./images\29196.jpg,Men,Sports Shoes,Black
./images\56928.jpg,Women,Heels,Brown
./images\3689.jpg,Men,Sports Shoes,White
./images\38667.jpg,Men,Sports Shoes,Black
./images\54730.jpg,Men,Casual Shoes,Navy Blue
./images\6414.jpg,Men,Flip Flops,Grey
./images\24690.jpg,Men,Casual Shoes,Brown
./images\16775.jpg,Unisex,Watches,Brown
./images\34357.jpg,Men,Tshirts,Blue
./images\30825.jpg,Women,Churidar,Magenta
./images\7415.jpg,Women,Kurtas,Black
./images\35263.jpg,Women,Shirts,Purple
./images\15504.jpg,Women,Casual Shoes,Black
./images\56315.jpg,Women,Watches,Black
./images\9577.jpg,Women,Handbags,Charcoal
./images\14984.jpg,Men,Sweatshirts,Black
./images\14050.jpg,Men,Shirts,Blue
./images\12071.jpg,Women,Kurtas,White
./images\40594.jpg,Women,Kurtis,Rust
./images\36243.jpg,Men,Tshirts,Green
./images\46302.jpg,Men,Perfume and Body Mist,White
./images\33642.jpg,Men,Flip Flops,Navy Blue
./images\43908.jpg,Women,Kurtas,Grey
./images\2915.jpg,Women,Tops,White
./images\25906.jpg,Women,Leggings,Purple
./images\10879.jpg,Men,Tshirts,Grey
./images\47003.jpg,Women,Kurtas,White
./images\7249.jpg,Men,Casual Shoes,Brown
./images\47345.jpg,Women,Wallets,Bronze
./images\16920.jpg,Men,Jeans,Navy Blue
./images\59388.jpg,Women,Flats,Black
./images\42223.jpg,Women,Tops,Blue
./images\42918.jpg,Women,Wallets,Black
./images\49377.jpg,Men,Casual Shoes,Brown
./images\24540.jpg,Women,Kurtas,Beige
./images\51928.jpg,Women,Handbags,Mushroom Brown
./images\2994.jpg,Men,Sandals,Black
./images\40017.jpg,Unisex,Socks,White
./images\12108.jpg,Women,Kurtis,Blue
./images\41848.jpg,Unisex,Backpacks,Black
./images\17409.jpg,Men,Sports Shoes,Black
./images\5987.jpg,Men,Shirts,Black
./images\10792.jpg,Men,Shirts,Red
./images\7244.jpg,Men,Formal Shoes,Black
./images\59043.jpg,Women,Heels,Black
./images\18622.jpg,Men,Tshirts,Navy Blue
./images\49248.jpg,Men,Caps,Black
./images\8871.jpg,Men,Shirts,Blue
./images\5367.jpg,Men,Sports Shoes,White
./images\50343.jpg,Women,Kurtas,Pink
./images\14476.jpg,Women,Heels,Blue
./images\57416.jpg,Women,Nightdress,Black
./images\37537.jpg,Boys,Booties,Yellow
./images\7151.jpg,Women,Shirts,Black
./images\26459.jpg,Women,Casual Shoes,White
./images\39255.jpg,Men,Formal Shoes,Black
./images\53390.jpg,Women,Kurtas,Beige
./images\40763.jpg,Men,Messenger Bag,White
./images\56472.jpg,Women,Nail Polish,Blue
./images\27898.jpg,Women,Tops,Black
./images\55541.jpg,Women,Kajal and Eyeliner,Black
./images\8012.jpg,Men,Tshirts,Green
./images\49547.jpg,Women,Clutches,Black
./images\11234.jpg,Women,Jeans,Black
./images\2879.jpg,Women,Heels,Blue
./images\6574.jpg,Men,Shorts,White
./images\33195.jpg,Women,Tunics,Pink
./images\42276.jpg,Men,Casual Shoes,Navy Blue
./images\40664.jpg,Women,Kurtas,Multi
./images\3486.jpg,Men,Tshirts,White
./images\52899.jpg,Women,Sarees,Blue
./images\37146.jpg,Men,Shirts,White
./images\8868.jpg,Men,Shirts,Brown
./images\21345.jpg,Men,Sunglasses,Copper
./images\5839.jpg,Men,Tshirts,Blue
./images\25323.jpg,Men,Watches,Black
./images\18402.jpg,Men,Casual Shoes,Black
./images\55975.jpg,Women,Lipstick,Maroon
./images\44888.jpg,Men,Tshirts,Red
./images\26831.jpg,Men,Trousers,Black
./images\20731.jpg,Women,Heels,Blue
./images\10229.jpg,Women,Handbags,Black
./images\34455.jpg,Women,Heels,Black
./images\39033.jpg,Men,Cufflinks,Steel
./images\55836.jpg,Women,Nail Essentials,Blue
./images\46862.jpg,Men,Socks,Black
./images\16622.jpg,Men,Trousers,Khaki
./images\39793.jpg,Men,Trousers,Grey
./images\38663.jpg,Men,Sports Shoes,Black
./images\31989.jpg,Men,Socks,Navy Blue
./images\10111.jpg,Men,Sports Shoes,Silver
./images\52483.jpg,Women,Camisoles,Black
./images\55119.jpg,Women,Beauty Accessory,Burgundy
./images\39130.jpg,Women,Leggings,Grey
./images\24739.jpg,Women,Handbags,Brown
./images\53850.jpg,Women,Kurtas,Turquoise Blue
./images\2232.jpg,Men,Tshirts,White
./images\38401.jpg,Unisex,Caps,Teal
./images\43060.jpg,Men,Tshirts,White
./images\13026.jpg,Women,Heels,Gold
./images\9389.jpg,Women,Flip Flops,Blue
./images\8585.jpg,Men,Shirts,Purple
./images\52377.jpg,Women,Nightdress,Pink
./images\24726.jpg,Men,Casual Shoes,Off White
./images\4658.jpg,Women,Flats,Grey
./images\33129.jpg,Women,Heels,Black
./images\18985.jpg,Men,Jackets,White
